Day,Day_month,Month,Year,TSVALUE_UPDATED,,
12,12-Feb,Feb,1958,0,,
13,13-Feb,Feb,1958,0,,
14,14-Feb,Feb,1958,0,,
15,15-Feb,Feb,1958,1,,
16,16-Feb,Feb,1958,0,,
17,17-Feb,Feb,1958,0,,
18,18-Feb,Feb,1958,0,,
19,19-Feb,Feb,1958,0,,
20,20-Feb,Feb,1958,50,,
21,21-Feb,Feb,1958,35,,
22,22-Feb,Feb,1958,0,,
23,23-Feb,Feb,1958,0,,
24,24-Feb,Feb,1958,0,,
25,25-Feb,Feb,1958,3,,
26,26-Feb,Feb,1958,6,,
27,27-Feb,Feb,1958,0,,
28,28-Feb,Feb,1958,0,,
01,01-Mar,Mar,1958,0,,
02,02-Mar,Mar,1958,0,,
03,03-Mar,Mar,1958,0,,
04,04-Mar,Mar,1958,0,,
05,05-Mar,Mar,1958,0,,
06,06-Mar,Mar,1958,0,,
07,07-Mar,Mar,1958,0,,
08,08-Mar,Mar,1958,0,,
09,09-Mar,Mar,1958,0,,
10,10-Mar,Mar,1958,0,,
11,11-Mar,Mar,1958,0,,
12,12-Mar,Mar,1958,0,,
13,13-Mar,Mar,1958,0,,
14,14-Mar,Mar,1958,0,,
15,15-Mar,Mar,1958,0,,
16,16-Mar,Mar,1958,0,,
17,17-Mar,Mar,1958,0,,
18,18-Mar,Mar,1958,0,,
19,19-Mar,Mar,1958,0,,
20,20-Mar,Mar,1958,0,,
21,21-Mar,Mar,1958,0,,
22,22-Mar,Mar,1958,0,,
23,23-Mar,Mar,1958,0,,
24,24-Mar,Mar,1958,0,,
25,25-Mar,Mar,1958,0,,
26,26-Mar,Mar,1958,0,,
27,27-Mar,Mar,1958,0,,
28,28-Mar,Mar,1958,0,,
29,29-Mar,Mar,1958,0,,
30,30-Mar,Mar,1958,28,,
31,31-Mar,Mar,1958,2,,
01,01-Apr,Apr,1958,3,,
02,02-Apr,Apr,1958,3,,
03,03-Apr,Apr,1958,37,,
04,04-Apr,Apr,1958,0,,
05,05-Apr,Apr,1958,0,,
06,06-Apr,Apr,1958,0,,
07,07-Apr,Apr,1958,0,,
08,08-Apr,Apr,1958,0,,
09,09-Apr,Apr,1958,2,,
10,10-Apr,Apr,1958,8,,
11,11-Apr,Apr,1958,24,,
12,12-Apr,Apr,1958,17,,
13,13-Apr,Apr,1958,0,,
14,14-Apr,Apr,1958,0,,
15,15-Apr,Apr,1958,0,,
16,16-Apr,Apr,1958,8,,
17,17-Apr,Apr,1958,14,,
18,18-Apr,Apr,1958,0,,
19,19-Apr,Apr,1958,103,,
20,20-Apr,Apr,1958,0,,
21,21-Apr,Apr,1958,0,,
22,22-Apr,Apr,1958,0,,
23,23-Apr,Apr,1958,8,,
24,24-Apr,Apr,1958,0,,
25,25-Apr,Apr,1958,0,,
26,26-Apr,Apr,1958,0,,
27,27-Apr,Apr,1958,0,,
28,28-Apr,Apr,1958,3,,
29,29-Apr,Apr,1958,31,,
30,30-Apr,Apr,1958,0,,
01,01-May,May,1958,46,,
02,02-May,May,1958,2,,
03,03-May,May,1958,2,,
04,04-May,May,1958,15,,
05,05-May,May,1958,30,,
06,06-May,May,1958,31,,
07,07-May,May,1958,19,,
08,08-May,May,1958,30,,
09,09-May,May,1958,99,,
10,10-May,May,1958,107,,
11,11-May,May,1958,22,,
12,12-May,May,1958,8,,
13,13-May,May,1958,10,,
14,14-May,May,1958,144,,
15,15-May,May,1958,5,,
16,16-May,May,1958,0,,
17,17-May,May,1958,6,,
18,18-May,May,1958,5,,
19,19-May,May,1958,4,,
20,20-May,May,1958,3,,
21,21-May,May,1958,1,,
22,22-May,May,1958,1,,
23,23-May,May,1958,0,,
24,24-May,May,1958,0,,
25,25-May,May,1958,0,,
26,26-May,May,1958,0,,
27,27-May,May,1958,0,,
28,28-May,May,1958,43,,
29,29-May,May,1958,0,,
30,30-May,May,1958,6,,
31,31-May,May,1958,28,,
01,01-Jun,Jun,1958,18,,
02,02-Jun,Jun,1958,0,,
03,03-Jun,Jun,1958,4,,
04,04-Jun,Jun,1958,1,,
05,05-Jun,Jun,1958,0,,
06,06-Jun,Jun,1958,0,,
07,07-Jun,Jun,1958,0,,
08,08-Jun,Jun,1958,0,,
09,09-Jun,Jun,1958,7,,
10,10-Jun,Jun,1958,2,,
11,11-Jun,Jun,1958,1,,
12,12-Jun,Jun,1958,0,,
13,13-Jun,Jun,1958,0,,
14,14-Jun,Jun,1958,82,,
15,15-Jun,Jun,1958,62,,
16,16-Jun,Jun,1958,6,,
17,17-Jun,Jun,1958,2,,
18,18-Jun,Jun,1958,32,,
19,19-Jun,Jun,1958,9,,
20,20-Jun,Jun,1958,336,,
21,21-Jun,Jun,1958,12,,
22,22-Jun,Jun,1958,55,,
23,23-Jun,Jun,1958,11,,
24,24-Jun,Jun,1958,31,,
25,25-Jun,Jun,1958,14,,
26,26-Jun,Jun,1958,31,,
27,27-Jun,Jun,1958,53,,
28,28-Jun,Jun,1958,9,,
29,29-Jun,Jun,1958,13,,
30,30-Jun,Jun,1958,24,,
01,01-Jul,Jul,1958,13,,
02,02-Jul,Jul,1958,2,,
03,03-Jul,Jul,1958,1,,
04,04-Jul,Jul,1958,0,,
05,05-Jul,Jul,1958,5,,
06,06-Jul,Jul,1958,16,,
07,07-Jul,Jul,1958,2,,
08,08-Jul,Jul,1958,2,,
09,09-Jul,Jul,1958,3,,
10,10-Jul,Jul,1958,6,,
11,11-Jul,Jul,1958,5,,
12,12-Jul,Jul,1958,20,,
13,13-Jul,Jul,1958,0,,
14,14-Jul,Jul,1958,5,,
15,15-Jul,Jul,1958,5,,
16,16-Jul,Jul,1958,2,,
17,17-Jul,Jul,1958,1,,
18,18-Jul,Jul,1958,9,,
19,19-Jul,Jul,1958,6,,
20,20-Jul,Jul,1958,5,,
21,21-Jul,Jul,1958,25,,
22,22-Jul,Jul,1958,4,,
23,23-Jul,Jul,1958,4,,
24,24-Jul,Jul,1958,24,,
25,25-Jul,Jul,1958,31,,
26,26-Jul,Jul,1958,1,,
27,27-Jul,Jul,1958,4,,
28,28-Jul,Jul,1958,48,,
29,29-Jul,Jul,1958,5,,
30,30-Jul,Jul,1958,16,,
31,31-Jul,Jul,1958,7,,
01,01-Aug,Aug,1958,1,,
02,02-Aug,Aug,1958,7,,
03,03-Aug,Aug,1958,34,,
04,04-Aug,Aug,1958,24,,
05,05-Aug,Aug,1958,32,,
06,06-Aug,Aug,1958,12,,
07,07-Aug,Aug,1958,2,,
08,08-Aug,Aug,1958,5,,
09,09-Aug,Aug,1958,55,,
10,10-Aug,Aug,1958,13,,
11,11-Aug,Aug,1958,41,,
12,12-Aug,Aug,1958,32,,
13,13-Aug,Aug,1958,9,,
14,14-Aug,Aug,1958,52,,
15,15-Aug,Aug,1958,9,,
16,16-Aug,Aug,1958,36,,
17,17-Aug,Aug,1958,30,,
18,18-Aug,Aug,1958,27,,
19,19-Aug,Aug,1958,23,,
20,20-Aug,Aug,1958,27,,
21,21-Aug,Aug,1958,14,,
22,22-Aug,Aug,1958,0,,
23,23-Aug,Aug,1958,0,,
24,24-Aug,Aug,1958,34,,
25,25-Aug,Aug,1958,6,,
26,26-Aug,Aug,1958,0,,
27,27-Aug,Aug,1958,33,,
28,28-Aug,Aug,1958,4,,
29,29-Aug,Aug,1958,0,,
30,30-Aug,Aug,1958,8,,
31,31-Aug,Aug,1958,70,,
01,01-Sep,Sep,1958,3,,
02,02-Sep,Sep,1958,25,,
03,03-Sep,Sep,1958,46,,
04,04-Sep,Sep,1958,23,,
05,05-Sep,Sep,1958,15,,
06,06-Sep,Sep,1958,1,,
07,07-Sep,Sep,1958,1,,
08,08-Sep,Sep,1958,0,,
09,09-Sep,Sep,1958,0,,
10,10-Sep,Sep,1958,0,,
11,11-Sep,Sep,1958,0,,
12,12-Sep,Sep,1958,0,,
13,13-Sep,Sep,1958,0,,
14,14-Sep,Sep,1958,0,,
15,15-Sep,Sep,1958,12,,
16,16-Sep,Sep,1958,38,,
17,17-Sep,Sep,1958,81,,
18,18-Sep,Sep,1958,139,,
19,19-Sep,Sep,1958,38,,
20,20-Sep,Sep,1958,0,,
21,21-Sep,Sep,1958,0,,
22,22-Sep,Sep,1958,0,,
23,23-Sep,Sep,1958,0,,
24,24-Sep,Sep,1958,0,,
25,25-Sep,Sep,1958,8,,
26,26-Sep,Sep,1958,0,,
27,27-Sep,Sep,1958,1,,
28,28-Sep,Sep,1958,0,,
29,29-Sep,Sep,1958,9,,
30,30-Sep,Sep,1958,13,,
01,01-Oct,Oct,1958,0,,
02,02-Oct,Oct,1958,0,,
03,03-Oct,Oct,1958,110,,
04,04-Oct,Oct,1958,20,,
05,05-Oct,Oct,1958,0,,
06,06-Oct,Oct,1958,0,,
07,07-Oct,Oct,1958,0,,
08,08-Oct,Oct,1958,6,,
09,09-Oct,Oct,1958,2,,
10,10-Oct,Oct,1958,2,,
11,11-Oct,Oct,1958,17,,
12,12-Oct,Oct,1958,23,,
13,13-Oct,Oct,1958,119,,
14,14-Oct,Oct,1958,54,,
15,15-Oct,Oct,1958,0,,
16,16-Oct,Oct,1958,0,,
17,17-Oct,Oct,1958,0,,
18,18-Oct,Oct,1958,0,,
19,19-Oct,Oct,1958,9,,
20,20-Oct,Oct,1958,0,,
21,21-Oct,Oct,1958,0,,
22,22-Oct,Oct,1958,0,,
23,23-Oct,Oct,1958,2,,
24,24-Oct,Oct,1958,5,,
25,25-Oct,Oct,1958,26,,
26,26-Oct,Oct,1958,0,,
27,27-Oct,Oct,1958,0,,
28,28-Oct,Oct,1958,0,,
29,29-Oct,Oct,1958,0,,
30,30-Oct,Oct,1958,0,,
31,31-Oct,Oct,1958,0,,
01,01-Nov,Nov,1958,0,,
02,02-Nov,Nov,1958,0,,
03,03-Nov,Nov,1958,0,,
04,04-Nov,Nov,1958,0,,
05,05-Nov,Nov,1958,0,,
06,06-Nov,Nov,1958,0,,
07,07-Nov,Nov,1958,0,,
08,08-Nov,Nov,1958,0,,
09,09-Nov,Nov,1958,0,,
10,10-Nov,Nov,1958,0,,
11,11-Nov,Nov,1958,0,,
12,12-Nov,Nov,1958,0,,
13,13-Nov,Nov,1958,0,,
14,14-Nov,Nov,1958,0,,
15,15-Nov,Nov,1958,0,,
16,16-Nov,Nov,1958,0,,
17,17-Nov,Nov,1958,0,,
18,18-Nov,Nov,1958,0,,
19,19-Nov,Nov,1958,0,,
20,20-Nov,Nov,1958,0,,
21,21-Nov,Nov,1958,0,,
22,22-Nov,Nov,1958,0,,
23,23-Nov,Nov,1958,0,,
24,24-Nov,Nov,1958,0,,
25,25-Nov,Nov,1958,0,,
26,26-Nov,Nov,1958,0,,
27,27-Nov,Nov,1958,0,,
28,28-Nov,Nov,1958,0,,
29,29-Nov,Nov,1958,0,,
30,30-Nov,Nov,1958,21,,
01,01-Dec,Dec,1958,0,,
02,02-Dec,Dec,1958,0,,
03,03-Dec,Dec,1958,0,,
04,04-Dec,Dec,1958,0,,
05,05-Dec,Dec,1958,0,,
06,06-Dec,Dec,1958,0,,
07,07-Dec,Dec,1958,0,,
08,08-Dec,Dec,1958,0,,
09,09-Dec,Dec,1958,17,,
10,10-Dec,Dec,1958,0,,
11,11-Dec,Dec,1958,0,,
12,12-Dec,Dec,1958,0,,
13,13-Dec,Dec,1958,0,,
14,14-Dec,Dec,1958,0,,
15,15-Dec,Dec,1958,0,,
16,16-Dec,Dec,1958,0,,
17,17-Dec,Dec,1958,0,,
18,18-Dec,Dec,1958,0,,
19,19-Dec,Dec,1958,0,,
20,20-Dec,Dec,1958,0,,
21,21-Dec,Dec,1958,0,,
22,22-Dec,Dec,1958,0,,
23,23-Dec,Dec,1958,0,,
24,24-Dec,Dec,1958,0,,
25,25-Dec,Dec,1958,0,,
26,26-Dec,Dec,1958,0,,
27,27-Dec,Dec,1958,0,,
28,28-Dec,Dec,1958,0,,
29,29-Dec,Dec,1958,0,,
30,30-Dec,Dec,1958,0,,
31,31-Dec,Dec,1958,0,,
01,01-Jan,Jan,1959,0,,
02,02-Jan,Jan,1959,0,,
03,03-Jan,Jan,1959,0,,
04,04-Jan,Jan,1959,0,,
05,05-Jan,Jan,1959,0,,
06,06-Jan,Jan,1959,0,,
07,07-Jan,Jan,1959,0,,
08,08-Jan,Jan,1959,0,,
09,09-Jan,Jan,1959,0,,
10,10-Jan,Jan,1959,0,,
11,11-Jan,Jan,1959,0,,
12,12-Jan,Jan,1959,0,,
13,13-Jan,Jan,1959,0,,
14,14-Jan,Jan,1959,0,,
15,15-Jan,Jan,1959,0,,
16,16-Jan,Jan,1959,0,,
17,17-Jan,Jan,1959,0,,
18,18-Jan,Jan,1959,0,,
19,19-Jan,Jan,1959,0,,
20,20-Jan,Jan,1959,0,,
21,21-Jan,Jan,1959,0,,
22,22-Jan,Jan,1959,0,,
23,23-Jan,Jan,1959,11,,
24,24-Jan,Jan,1959,0,,
25,25-Jan,Jan,1959,0,,
26,26-Jan,Jan,1959,0,,
27,27-Jan,Jan,1959,0,,
28,28-Jan,Jan,1959,0,,
29,29-Jan,Jan,1959,0,,
30,30-Jan,Jan,1959,0,,
31,31-Jan,Jan,1959,9,,
01,01-Feb,Feb,1959,0,,
02,02-Feb,Feb,1959,0,,
03,03-Feb,Feb,1959,0,,
04,04-Feb,Feb,1959,0,,
05,05-Feb,Feb,1959,0,,
06,06-Feb,Feb,1959,0,,
07,07-Feb,Feb,1959,0,,
08,08-Feb,Feb,1959,0,,
09,09-Feb,Feb,1959,0,,
10,10-Feb,Feb,1959,0,,
11,11-Feb,Feb,1959,0,,
12,12-Feb,Feb,1959,0,,
13,13-Feb,Feb,1959,0,,
14,14-Feb,Feb,1959,1,,
15,15-Feb,Feb,1959,0,,
16,16-Feb,Feb,1959,0,,
17,17-Feb,Feb,1959,1,,
18,18-Feb,Feb,1959,0,,
19,19-Feb,Feb,1959,0,,
20,20-Feb,Feb,1959,4,,
21,21-Feb,Feb,1959,0,,
22,22-Feb,Feb,1959,0,,
23,23-Feb,Feb,1959,0,,
24,24-Feb,Feb,1959,0,,
25,25-Feb,Feb,1959,9,,
26,26-Feb,Feb,1959,0,,
27,27-Feb,Feb,1959,0,,
28,28-Feb,Feb,1959,0,,
01,01-Mar,Mar,1959,0,,
02,02-Mar,Mar,1959,0,,
03,03-Mar,Mar,1959,2,,
04,04-Mar,Mar,1959,66,,
05,05-Mar,Mar,1959,0,,
06,06-Mar,Mar,1959,0,,
07,07-Mar,Mar,1959,0,,
08,08-Mar,Mar,1959,0,,
09,09-Mar,Mar,1959,0,,
10,10-Mar,Mar,1959,0,,
11,11-Mar,Mar,1959,0,,
12,12-Mar,Mar,1959,0,,
13,13-Mar,Mar,1959,0,,
14,14-Mar,Mar,1959,0,,
15,15-Mar,Mar,1959,0,,
16,16-Mar,Mar,1959,0,,
17,17-Mar,Mar,1959,0,,
18,18-Mar,Mar,1959,0,,
19,19-Mar,Mar,1959,0,,
20,20-Mar,Mar,1959,0,,
21,21-Mar,Mar,1959,0,,
22,22-Mar,Mar,1959,0,,
23,23-Mar,Mar,1959,0,,
24,24-Mar,Mar,1959,0,,
25,25-Mar,Mar,1959,4,,
26,26-Mar,Mar,1959,1,,
27,27-Mar,Mar,1959,2,,
28,28-Mar,Mar,1959,32,,
29,29-Mar,Mar,1959,1,,
30,30-Mar,Mar,1959,6,,
31,31-Mar,Mar,1959,10,,
01,01-Apr,Apr,1959,31,,
02,02-Apr,Apr,1959,22,,
03,03-Apr,Apr,1959,0,,
04,04-Apr,Apr,1959,0,,
05,05-Apr,Apr,1959,0,,
06,06-Apr,Apr,1959,0,,
07,07-Apr,Apr,1959,0,,
08,08-Apr,Apr,1959,0,,
09,09-Apr,Apr,1959,0,,
10,10-Apr,Apr,1959,0,,
11,11-Apr,Apr,1959,0,,
12,12-Apr,Apr,1959,0,,
13,13-Apr,Apr,1959,0,,
14,14-Apr,Apr,1959,0,,
15,15-Apr,Apr,1959,0,,
16,16-Apr,Apr,1959,11,,
17,17-Apr,Apr,1959,42,,
18,18-Apr,Apr,1959,62,,
19,19-Apr,Apr,1959,1,,
20,20-Apr,Apr,1959,0,,
21,21-Apr,Apr,1959,2,,
22,22-Apr,Apr,1959,0,,
23,23-Apr,Apr,1959,0,,
24,24-Apr,Apr,1959,2,,
25,25-Apr,Apr,1959,0,,
26,26-Apr,Apr,1959,13,,
27,27-Apr,Apr,1959,0,,
28,28-Apr,Apr,1959,0,,
29,29-Apr,Apr,1959,0,,
30,30-Apr,Apr,1959,75,,
01,01-May,May,1959,5,,
02,02-May,May,1959,49,,
03,03-May,May,1959,26,,
04,04-May,May,1959,23,,
05,05-May,May,1959,9,,
06,06-May,May,1959,1,,
07,07-May,May,1959,7,,
08,08-May,May,1959,67,,
09,09-May,May,1959,1,,
10,10-May,May,1959,24,,
11,11-May,May,1959,0,,
12,12-May,May,1959,0,,
13,13-May,May,1959,9,,
14,14-May,May,1959,24,,
15,15-May,May,1959,103,,
16,16-May,May,1959,42,,
17,17-May,May,1959,101,,
18,18-May,May,1959,1,,
19,19-May,May,1959,5,,
20,20-May,May,1959,0,,
21,21-May,May,1959,20,,
22,22-May,May,1959,1,,
23,23-May,May,1959,0,,
24,24-May,May,1959,52,,
25,25-May,May,1959,26,,
26,26-May,May,1959,1,,
27,27-May,May,1959,14,,
28,28-May,May,1959,36,,
29,29-May,May,1959,41,,
30,30-May,May,1959,83,,
31,31-May,May,1959,29,,
01,01-Jun,Jun,1959,80,,
02,02-Jun,Jun,1959,35,,
03,03-Jun,Jun,1959,41,,
04,04-Jun,Jun,1959,3,,
05,05-Jun,Jun,1959,9,,
06,06-Jun,Jun,1959,0,,
07,07-Jun,Jun,1959,0,,
08,08-Jun,Jun,1959,39,,
09,09-Jun,Jun,1959,27,,
10,10-Jun,Jun,1959,27,,
11,11-Jun,Jun,1959,8,,
12,12-Jun,Jun,1959,33,,
13,13-Jun,Jun,1959,106,,
14,14-Jun,Jun,1959,66,,
15,15-Jun,Jun,1959,142,,
16,16-Jun,Jun,1959,20,,
17,17-Jun,Jun,1959,82,,
18,18-Jun,Jun,1959,114,,
19,19-Jun,Jun,1959,47,,
20,20-Jun,Jun,1959,34,,
21,21-Jun,Jun,1959,43,,
22,22-Jun,Jun,1959,7,,
23,23-Jun,Jun,1959,0,,
24,24-Jun,Jun,1959,31,,
25,25-Jun,Jun,1959,87,,
26,26-Jun,Jun,1959,2,,
27,27-Jun,Jun,1959,0,,
28,28-Jun,Jun,1959,0,,
29,29-Jun,Jun,1959,4,,
30,30-Jun,Jun,1959,19,,
01,01-Jul,Jul,1959,14,,
02,02-Jul,Jul,1959,29,,
03,03-Jul,Jul,1959,0,,
04,04-Jul,Jul,1959,3,,
05,05-Jul,Jul,1959,6,,
06,06-Jul,Jul,1959,17,,
07,07-Jul,Jul,1959,16,,
08,08-Jul,Jul,1959,55,,
09,09-Jul,Jul,1959,25,,
10,10-Jul,Jul,1959,0,,
11,11-Jul,Jul,1959,2,,
12,12-Jul,Jul,1959,0,,
13,13-Jul,Jul,1959,13,,
14,14-Jul,Jul,1959,7,,
15,15-Jul,Jul,1959,4,,
16,16-Jul,Jul,1959,18,,
17,17-Jul,Jul,1959,18,,
18,18-Jul,Jul,1959,25,,
19,19-Jul,Jul,1959,12,,
20,20-Jul,Jul,1959,16,,
21,21-Jul,Jul,1959,0,,
22,22-Jul,Jul,1959,6,,
23,23-Jul,Jul,1959,4,,
24,24-Jul,Jul,1959,1,,
25,25-Jul,Jul,1959,96,,
26,26-Jul,Jul,1959,22,,
27,27-Jul,Jul,1959,0,,
28,28-Jul,Jul,1959,5,,
29,29-Jul,Jul,1959,41,,
30,30-Jul,Jul,1959,17,,
31,31-Jul,Jul,1959,0,,
01,01-Aug,Aug,1959,46,,
02,02-Aug,Aug,1959,27,,
03,03-Aug,Aug,1959,11,,
04,04-Aug,Aug,1959,5,,
05,05-Aug,Aug,1959,0,,
06,06-Aug,Aug,1959,0,,
07,07-Aug,Aug,1959,16,,
08,08-Aug,Aug,1959,88,,
09,09-Aug,Aug,1959,16,,
10,10-Aug,Aug,1959,5,,
11,11-Aug,Aug,1959,3,,
12,12-Aug,Aug,1959,70,,
13,13-Aug,Aug,1959,16,,
14,14-Aug,Aug,1959,70,,
15,15-Aug,Aug,1959,36,,
16,16-Aug,Aug,1959,26,,
17,17-Aug,Aug,1959,84,,
18,18-Aug,Aug,1959,14,,
19,19-Aug,Aug,1959,10,,
20,20-Aug,Aug,1959,0,,
21,21-Aug,Aug,1959,4,,
22,22-Aug,Aug,1959,11,,
23,23-Aug,Aug,1959,1,,
24,24-Aug,Aug,1959,0,,
25,25-Aug,Aug,1959,0,,
26,26-Aug,Aug,1959,10,,
27,27-Aug,Aug,1959,3,,
28,28-Aug,Aug,1959,14,,
29,29-Aug,Aug,1959,0,,
30,30-Aug,Aug,1959,14,,
31,31-Aug,Aug,1959,0,,
01,01-Sep,Sep,1959,8,,
02,02-Sep,Sep,1959,39,,
03,03-Sep,Sep,1959,8,,
04,04-Sep,Sep,1959,14,,
05,05-Sep,Sep,1959,181,,
06,06-Sep,Sep,1959,6,,
07,07-Sep,Sep,1959,1,,
08,08-Sep,Sep,1959,21,,
09,09-Sep,Sep,1959,0,,
10,10-Sep,Sep,1959,0,,
11,11-Sep,Sep,1959,11,,
12,12-Sep,Sep,1959,1,,
13,13-Sep,Sep,1959,4,,
14,14-Sep,Sep,1959,50,,
15,15-Sep,Sep,1959,43,,
16,16-Sep,Sep,1959,0,,
17,17-Sep,Sep,1959,0,,
18,18-Sep,Sep,1959,5,,
19,19-Sep,Sep,1959,117,,
20,20-Sep,Sep,1959,38,,
21,21-Sep,Sep,1959,107,,
22,22-Sep,Sep,1959,55,,
23,23-Sep,Sep,1959,0,,
24,24-Sep,Sep,1959,0,,
25,25-Sep,Sep,1959,1,,
26,26-Sep,Sep,1959,0,,
27,27-Sep,Sep,1959,0,,
28,28-Sep,Sep,1959,0,,
29,29-Sep,Sep,1959,0,,
30,30-Sep,Sep,1959,0,,
01,01-Oct,Oct,1959,14,,
02,02-Oct,Oct,1959,19,,
03,03-Oct,Oct,1959,19,,
04,04-Oct,Oct,1959,5,,
05,05-Oct,Oct,1959,9,,
06,06-Oct,Oct,1959,0,,
07,07-Oct,Oct,1959,0,,
08,08-Oct,Oct,1959,0,,
09,09-Oct,Oct,1959,52,,
10,10-Oct,Oct,1959,23,,
11,11-Oct,Oct,1959,99,,
12,12-Oct,Oct,1959,47,,
13,13-Oct,Oct,1959,1,,
14,14-Oct,Oct,1959,0,,
15,15-Oct,Oct,1959,41,,
16,16-Oct,Oct,1959,12,,
17,17-Oct,Oct,1959,4,,
18,18-Oct,Oct,1959,0,,
19,19-Oct,Oct,1959,0,,
20,20-Oct,Oct,1959,0,,
21,21-Oct,Oct,1959,0,,
22,22-Oct,Oct,1959,0,,
23,23-Oct,Oct,1959,25,,
24,24-Oct,Oct,1959,5,,
25,25-Oct,Oct,1959,0,,
26,26-Oct,Oct,1959,0,,
27,27-Oct,Oct,1959,0,,
28,28-Oct,Oct,1959,0,,
29,29-Oct,Oct,1959,21,,
30,30-Oct,Oct,1959,83,,
31,31-Oct,Oct,1959,2,,
01,01-Nov,Nov,1959,0,,
02,02-Nov,Nov,1959,0,,
03,03-Nov,Nov,1959,0,,
04,04-Nov,Nov,1959,0,,
05,05-Nov,Nov,1959,0,,
06,06-Nov,Nov,1959,0,,
07,07-Nov,Nov,1959,0,,
08,08-Nov,Nov,1959,0,,
09,09-Nov,Nov,1959,0,,
10,10-Nov,Nov,1959,0,,
11,11-Nov,Nov,1959,0,,
12,12-Nov,Nov,1959,0,,
13,13-Nov,Nov,1959,0,,
14,14-Nov,Nov,1959,0,,
15,15-Nov,Nov,1959,0,,
16,16-Nov,Nov,1959,0,,
17,17-Nov,Nov,1959,0,,
18,18-Nov,Nov,1959,0,,
19,19-Nov,Nov,1959,0,,
20,20-Nov,Nov,1959,0,,
21,21-Nov,Nov,1959,0,,
22,22-Nov,Nov,1959,0,,
23,23-Nov,Nov,1959,0,,
24,24-Nov,Nov,1959,0,,
25,25-Nov,Nov,1959,0,,
26,26-Nov,Nov,1959,0,,
27,27-Nov,Nov,1959,0,,
28,28-Nov,Nov,1959,0,,
29,29-Nov,Nov,1959,0,,
30,30-Nov,Nov,1959,0,,
01,01-Dec,Dec,1959,0,,
02,02-Dec,Dec,1959,0,,
03,03-Dec,Dec,1959,0,,
04,04-Dec,Dec,1959,0,,
05,05-Dec,Dec,1959,0,,
06,06-Dec,Dec,1959,0,,
07,07-Dec,Dec,1959,0,,
08,08-Dec,Dec,1959,0,,
09,09-Dec,Dec,1959,0,,
10,10-Dec,Dec,1959,0,,
11,11-Dec,Dec,1959,0,,
12,12-Dec,Dec,1959,0,,
13,13-Dec,Dec,1959,0,,
14,14-Dec,Dec,1959,0,,
15,15-Dec,Dec,1959,0,,
16,16-Dec,Dec,1959,0,,
17,17-Dec,Dec,1959,0,,
18,18-Dec,Dec,1959,0,,
19,19-Dec,Dec,1959,0,,
20,20-Dec,Dec,1959,0,,
21,21-Dec,Dec,1959,0,,
22,22-Dec,Dec,1959,0,,
23,23-Dec,Dec,1959,0,,
24,24-Dec,Dec,1959,0,,
25,25-Dec,Dec,1959,0,,
26,26-Dec,Dec,1959,0,,
27,27-Dec,Dec,1959,0,,
28,28-Dec,Dec,1959,0,,
29,29-Dec,Dec,1959,0,,
30,30-Dec,Dec,1959,0,,
31,31-Dec,Dec,1959,0,,
01,01-Jan,Jan,1960,0,,
02,02-Jan,Jan,1960,0,,
03,03-Jan,Jan,1960,0,,
04,04-Jan,Jan,1960,0,,
05,05-Jan,Jan,1960,0,,
06,06-Jan,Jan,1960,0,,
07,07-Jan,Jan,1960,0,,
08,08-Jan,Jan,1960,0,,
09,09-Jan,Jan,1960,0,,
10,10-Jan,Jan,1960,0,,
11,11-Jan,Jan,1960,0,,
12,12-Jan,Jan,1960,0,,
13,13-Jan,Jan,1960,0,,
14,14-Jan,Jan,1960,0,,
15,15-Jan,Jan,1960,0,,
16,16-Jan,Jan,1960,0,,
17,17-Jan,Jan,1960,0,,
18,18-Jan,Jan,1960,0,,
19,19-Jan,Jan,1960,0,,
20,20-Jan,Jan,1960,0,,
21,21-Jan,Jan,1960,0,,
22,22-Jan,Jan,1960,0,,
23,23-Jan,Jan,1960,0,,
24,24-Jan,Jan,1960,0,,
25,25-Jan,Jan,1960,0,,
26,26-Jan,Jan,1960,0,,
27,27-Jan,Jan,1960,0,,
28,28-Jan,Jan,1960,0,,
29,29-Jan,Jan,1960,0,,
30,30-Jan,Jan,1960,0,,
31,31-Jan,Jan,1960,0,,
01,01-Feb,Feb,1960,0,,
02,02-Feb,Feb,1960,0,,
03,03-Feb,Feb,1960,0,,
04,04-Feb,Feb,1960,0,,
05,05-Feb,Feb,1960,0,,
06,06-Feb,Feb,1960,0,,
07,07-Feb,Feb,1960,0,,
08,08-Feb,Feb,1960,0,,
09,09-Feb,Feb,1960,0,,
10,10-Feb,Feb,1960,0,,
11,11-Feb,Feb,1960,0,,
12,12-Feb,Feb,1960,0,,
13,13-Feb,Feb,1960,0,,
14,14-Feb,Feb,1960,0,,
15,15-Feb,Feb,1960,0,,
16,16-Feb,Feb,1960,0,,
17,17-Feb,Feb,1960,0,,
18,18-Feb,Feb,1960,0,,
19,19-Feb,Feb,1960,0,,
20,20-Feb,Feb,1960,0,,
21,21-Feb,Feb,1960,0,,
22,22-Feb,Feb,1960,0,,
23,23-Feb,Feb,1960,0,,
24,24-Feb,Feb,1960,0,,
25,25-Feb,Feb,1960,0,,
26,26-Feb,Feb,1960,0,,
27,27-Feb,Feb,1960,0,,
28,28-Feb,Feb,1960,0,,
29,29-Feb,Feb,1960,0,,
